"","region","Synaptic_Density"
"128",128,0.18824637732215
"129",129,-1.51787847474606
"130",130,-1.87403625238198
"131",131,0.0469166141202501
"132",132,-0.275659915149518
"133",133,-0.115982984770335
"134",134,0.532058372978904
"135",135,-0.0235373095043978
"136",136,0.442148114374391
"137",137,-1.01056185644292
"138",138,1.26257961653376
"139",139,0.581453190840332
"140",140,0.503148569161256
"141",141,1.77292480568333
"142",142,1.43889458673304
"143",143,-0.104824503790649
"144",144,0.499578109482792
"145",145,-1.23674984603837
"146",146,-0.96450143433653
"147",147,0.687862550876935
"148",148,0.65721089851031
"149",149,0.059351053442348
"150",150,-0.235162425715465
"151",151,0.613972612654867
"152",152,0.630657650580796
"153",153,0.807885401570665
"154",154,0.682579823705272
"155",155,0.609479933869528
"156",156,0.528357029929377
"157",157,0.422306503494389
"158",158,0.161163338217779
"159",159,0.654283560757776
"160",160,0.716031104761138
"161",161,1.2760017380844
"162",162,1.06713622285067
"163",163,-0.428422790043117
"164",164,-0.426368679162928
"165",165,0.551324614735456
"166",166,0.919539522251267
"167",167,1.90371732113194
"168",168,1.20955900436247
"169",169,0.35999674866648
"170",170,-0.927975513974114
"171",171,0.869749137882702
"172",172,0.349429208409788
"173",173,-0.276723296237456
"174",174,-0.148491502031479
"175",175,0.654479072911319
"176",176,0.0408540067019276
"177",177,0.362534212722957
"178",178,0.359073136154107
"179",179,0.972443224536846
"180",180,0.89007937684132
"181",181,1.74828988377522
"182",182,1.02700732118253
"183",183,0.393175474739588
"184",184,0.98429243509376
"185",185,0.399230689959891
"186",186,0.142873601981
"187",187,0.662240736119032
"188",188,0.237805265256343
"189",189,0.64143818079072
"190",190,0.221519515470607
"191",191,0.475848016531731
"192",192,0.476863185545443
"193",193,1.91675465942249
"194",194,1.77239195123962
"195",195,1.25670001007509
"196",196,1.44997587797819
"197",197,-0.732980971438314
"198",198,-0.0347293800335949
"199",199,-0.930612198290026
"200",200,-0.329028281489068
"201",201,1.32319381305527
"202",202,1.12153428562472
"203",203,-1.52608034929458
"204",204,0.748345622812786
"205",205,-0.0268214309230335
"206",206,0.140122874446249
"207",207,0.47857700650261
"208",208,-0.291936155026369
"209",209,0.433807290200012
"210",210,0.997109310441493
"211",211,0.650775947178641
"212",212,1.0611715042029
"213",213,-0.351929206582296
"214",214,-0.704171056717746
"215",215,-0.0883587970233491
"216",216,0.606132951404123
"217",217,-0.175047363941917
"218",218,0.251005936687499
"219",219,-0.0947505278017369
"220",220,1.27266318719198
"221",221,0.372324645001774
"222",222,0.588887184487774
"223",223,0.285254424874794
"224",224,0.32182253001554
"225",225,0.514832695007057
"226",226,0.239492841960836
"227",227,0.302546030268088
"228",228,0.0311122910230405
"229",229,0.279822100511162
"230",230,-0.170951907146956
"231",231,0.292147090622853
"232",232,-0.0896711294337391
"233",233,0.13145946369143
"234",234,-0.0765918980289122
"235",235,-0.39667597563706
"236",236,-0.0191060543510388
"237",237,0.0526514205591841
"238",238,-0.426692284433988
"239",239,-0.72536733980089
"240",240,-0.271356387562052
"241",241,-0.720514988769016
"242",242,-0.29345326742664
"243",243,-0.500975579506684
"244",244,-0.190687475223796
"245",245,0.13899857239689
"246",246,-0.0262438991082957
"247",247,-0.50698737272102
"248",248,-1.25430901398165
"249",249,1.26136665434115
"250",250,1.36614735080674
"251",251,0.0108938314254297
"252",252,-0.684837143704731
"253",253,1.20163451454164
"254",254,-0.30959704118194
"255",255,-2.47324332662827
"256",256,-2.67405872391417
"257",257,0.98098680077641
"258",258,0.528762509708654
"259",259,-1.0207008961803
"260",260,-1.37425547297461
"261",261,-0.743696126070432
"262",262,-0.860170153009399
"263",263,-1.44008089637134
"264",264,-0.966330786117727
"265",265,0.403315167115731
"266",266,0.33971100694262
"267",267,2.01218943833234
"268",268,1.24657388422986
"269",269,1.18588607688522
"270",270,0.851516824015528
"271",271,0.807469634420981
"272",272,1.02811621082927
"273",273,0.50354270902151
"274",274,0.798782097110509
"275",275,0.00544973178397071
"276",276,0.391375642147117
"277",277,0.231561492617403
"278",278,-0.217348955719062
"279",279,-0.325959835842499
"280",280,-0.591569898219739
"281",281,-0.921878501463082
"282",282,-0.45119685401665
"283",283,0.267058901102389
"284",284,0.680845257711271
"285",285,0.825335898168721
"286",286,-0.185368043627556
"287",287,0.0114884535738878
"288",288,0.404033383163006
"289",289,-0.308165200953972
"290",290,-1.24209221840308
"291",291,0.973632095150188
"292",292,1.12142654215374
"293",293,-0.748066592237404
"294",294,-0.0525976864741412
"295",295,-1.00868256858372
"296",296,-1.96060065684335
"297",297,-0.793726884809724
"298",298,0.201025847072905
"299",299,0.267482727219614
"300",300,-0.022115882300922
"301",301,0.788853099524685
"302",302,0.530185375106429
"303",303,-0.242868989326229
"304",304,-0.639123950067569
"305",305,0.309926269760483
"306",306,0.768565206579273
"307",307,1.17465118944023
"308",308,0.287423046467836
"309",309,0.882365084488386
"310",310,0.404386227727717
"311",311,0.637674733092829
"312",312,0.772104534691114
"313",313,-1.10511033578068
"314",314,-0.576429635592248
"315",315,-0.379932088051288
"316",316,-0.46574782989455
"317",317,0.00511421131451668
"318",318,-0.197444864600317
"319",319,-0.65310838689132
"320",320,-0.974740624129137
"321",321,-2.94869691619855
"322",322,-3.26413047579385
"323",323,0.539071566725471
"324",324,-0.546485041366123
"325",325,-0.418767792905561
"326",326,-0.740645219762699
"327",327,-1.38769387295352
"328",328,-1.68695466585149
"329",329,0.203161580327073
"330",330,-0.417814755673055
"331",331,1.36337957832937
"332",332,0.100258929852959
"333",333,0.664735617042209
"334",334,-0.128153950820243
"335",335,0.864715661728767
"336",336,-0.0970982742674125
"337",337,1.02939279834068
"338",338,0.293453130166656
"339",339,0.338027340088457
"340",340,-0.542515894150221
"341",341,0.35136048578002
"342",342,0.583496192115526
"343",343,-0.650614051754138
"344",344,0.408640619339023
"345",345,-2.90499863185773
"346",346,-3.01435113148833
"347",347,-2.43729315422321
"348",348,-1.83843887053071
"349",349,-3.47440260101711
"350",350,-3.20934109805782
"351",351,0.89360101482251
"352",352,0.71553645333977
"353",353,-1.12443740625399
"354",354,-1.26578451683811
"355",355,0.944284045829954
"356",356,1.6094229893148
"357",357,-0.595523561829331
"358",358,-0.715817570570867
"359",359,-2.06936374998523
"360",360,-2.25915886548433
"361",361,-1.14180365298253
"362",362,-0.456871375769759
"363",363,3.49415522536198
"364",364,3.21360876050852
"365",365,2.08902500853086
"366",366,1.62590152516875
"367",367,-2.18491758823084
"368",368,-2.05546026438338
"369",369,-1.13925848720521
"370",370,-1.06016399217963
"371",371,-0.698739536069632
"372",372,-0.660348732789302
"373",373,0.377017804718719
"374",374,0.027339471556469
"375",375,1.93871774332516
"376",376,1.57297005427388
"377",377,-0.672242936718788
"378",378,-0.517024819425967
"379",379,-0.653493763342538
"380",380,-0.543400745317509
"381",381,-3.46253895815
"382",382,-3.47189059361105
"383",383,-1.68302724331821
"384",384,-1.40461266688028
